['SAMSUNG 三星 G9298 领世旗舰8 大器5 双屏翻盖智能手机 双卡双待 黑色 移动联通双4G(4G+64G)'],['9999.00'],['4GB'],['2300'],['黑色'],['500万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy J3'],['938.00'],['3GB'],['约2600mAh'],['黑色'],['500万像素'],['1300万像素']
['三星（SAMSUNG）Galaxy C5'],['1163.00'],['4GB'],['2600'],['其他'],['800万像素'],['1600万像素']
['三星（SAMSUNG）盖乐世 C9 Pro'],['2498.00'],['6GB'],['4000'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG）G9298 '],['9788.00'],['4GB'],['2300mAh'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy On5（G5500） 移动联通4G 智能老人机手机 流沙金 8G'],['779.00'],['其他'],['2600'],['白色'],['500万像素'],['800万像素']
['三星（SAMSUNG） Galaxy S7（G9300）手机 铂光金 全网通(4GRAM+32GROM)标配'],['2688.00'],['4GB'],['3000mAh'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy J3'],['999.00'],['3GB'],['2600'],['黑色'],['500万像素'],['1300万像素']
['三星（SAMSUNG）SM-G1650'],['1650.00'],['2GB'],['1950'],['其他'],['500万像素'],['800万像素']
['三星（SAMSUNG） Galaxy C8（SM-C7100）移动联通电信4G双卡手机 金 全网通(4G+64G)'],['1655.00'],['其他'],['3000 以官网信息为准'],['其他'],['1600万像素'],['500万像素；1300万像素']
['三星（SAMSUNG） 三星 Galaxy C8（SM-C7100）手机 墨玉黑 全网通(4GB RAM+64GB ROM)'],['1598.00'],['3GB'],['3000'],['其他'],['1600万像素'],['500万像素；1300万像素']
['三星（SAMSUNG） 三星W2018手机 翻盖智能商务手机 全网通4G 雅金 (6GB+64GB）'],['13750.00'],['6GB'],['2300'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy J3 （J3300）移动联通电信4G双卡手机3+32G 黑色'],['933.00'],['3GB'],['2600 以官网信息为准'],['其他'],['500万像素'],['1300万像素']
['三星（SAMSUNG）Galaxy C5'],['1163.00'],['4GB'],['2600'],['其他'],['800万像素'],['1600万像素']
['三星（SAMSUNG）Galaxy S7 edge'],['2999.00'],['4GB'],['3600'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy A9'],['2499.00'],['4GB'],['5000'],['金色'],['800万像素'],['1600万像素']
['三星（SAMSUNG） 三星 Galaxy J3 （J3300） 全网通4G智能手机 雪夜黑  32G'],['968.00'],['其他'],['2600'],['金色'],['500万像素'],['1300万像素']
['三星（SAMSUNG）Galaxy J3'],['988.00'],['3GB'],['2600mAh'],['金色'],['500万像素'],['1300万像素']
['SAMSUNG 三星Galaxy Note8（SM-N9500）全面屏 4G手机 双卡双待 星河蓝 全网通(6G+64G)'],['6988.00'],['6GB'],['3300'],['其他'],['800万像素'],['双1200万像素']
['SAMSUNG 三星Galaxy Note8（SM-N9500）全面屏 4G手机 双卡双待 星河蓝 全网通(6G+64G)'],['6988.00'],['6GB'],['3300'],['其他'],['800万像素'],['双1200万像素']
['三星（SAMSUNG）Galaxy C7 pro'],['1828.00'],['4GB'],['3300'],['其他'],['1600万像素'],['1600万像素']
['三星Galaxy C9 Pro'],['2299.00'],['6GB'],['4000 mAh'],['枫叶金'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy J3 （J3300）移动联通电信全网通4G 手机 雪夜黑 全网通4G (3G+32G)'],['999.00'],['3GB'],['2600'],['金色'],['500万像素'],['1300万像素']
['三星（SAMSUNG） GALAXY J5（J5008）移动4G智能老人机手机 金 色 （1.5G+16G）'],['837.00'],['1.5GB'],['2600'],['金色'],['500万像素'],['1300万像素']
['三星（SAMSUNG） 专用补差价链接 请勿单拍'],['3650.00'],['其他'],['。'],['其他'],['无'],['其他']
['三星（SAMSUNG） 专用补差价链接 请勿单拍'],['3650.00'],['其他'],['。'],['其他'],['无'],['其他']
['SAMSUNG 三星S8 G9500 移动联通电信4G手机 双卡双待 烟晶灰 全网通(4G+64G)'],['4999.00'],['其他'],['3000'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG） 三星 Galaxy ON5 (G5528) 移动4G智能手机 流沙金 移动版(2G+16G)'],['880.00'],['2GB'],['2600以官网信息为准'],['其他'],['500万像素'],['1300万像素']
['三星（SAMSUNG）Galaxy C9 Pro'],['2599.00'],['6GB'],['4000 mAh'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG）Galaxy C9 Pro'],['2599.00'],['6GB'],['4000 mAh'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG）Galaxy C9 Pro'],['2688.00'],['6GB'],['4000mAh-5999mAh'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy S7 edge（G9350）全网通4G手机双卡双待 铂光金（4G+32G）'],['3299.00'],['4GB'],['3600'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy On5（G5510）'],['968.00'],['2GB'],['2600mAh'],['金色'],['500万像素'],['1300万像素']
['三星（SAMSUNG） Galaxy J3 手机 黑色 全网通(三星J3300) 32G'],['938.00'],['3GB'],['2600'],['其他'],['500万像素'],['1300万像素']
['三星（SAMSUNG） Galaxy S7 (G9300) 移动联通电信4G双卡双待手机 金色 全网通(4G+32G)'],['2499.00'],['4GB'],['约3000'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG） 【白条12期免息】S9 移动4G+全网通智能手机 迷夜黑 4GB+64GB'],['5799.00'],['4GB'],['3000mAh'],['黑色'],['800万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy C5（C5000）全网通4G智能手机  双卡双待 烟雨灰（4G+32G）'],['1359.00'],['4GB'],['2600'],['其他'],['800万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy On7（G6000）全网通4G 智能老人机手机 金色16G 全网通'],['1079.00'],['1.5GB'],['3000'],['金色'],['500万像素'],['1300万像素']
['三星（SAMSUNG） J3（SM-J3300）手机 嫣霞粉 全网通(3G+32G)'],['909.00'],['3GB'],['2600'],['其他'],['500万像素'],['1300万像素']
['三星（SAMSUNG） J3（SM-J3300）手机 嫣霞粉 全网通(3G+32G)'],['909.00'],['3GB'],['2600'],['其他'],['500万像素'],['1300万像素']
['三星（SAMSUNG）Galaxy C8'],['1686.00'],['4GB'],['3000mAh'],['其他'],['1600万像素'],['500万像素；1300万像素']
['三星（SAMSUNG）SM-C7100'],['1458.00'],['其他'],['0'],['其他'],['1600万像素'],['500万像素；1300万像素']
['三星（SAMSUNG） Galaxy Folder2 （SM-G1650） 琉璃黑 2GB+16GB'],['1799.00'],['2GB'],['1950'],['其他'],['500万像素'],['800万像素']
['三星（SAMSUNG）Galaxy J3（J3300）移动联通电信4G手机 凝霜蓝'],['908.00'],['3GB'],['2600'],['金色'],['500万像素'],['1300万像素']
['三星（SAMSUNG）Galaxy J3（J3300）移动联通电信4G手机 凝霜蓝'],['908.00'],['3GB'],['2600'],['金色'],['500万像素'],['1300万像素']
['三星（SAMSUNG）Galaxy J3（J3300）移动联通电信4G手机 凝霜蓝'],['908.00'],['3GB'],['2600'],['金色'],['500万像素'],['1300万像素']
['SAMSUNG 三星 Galaxy C9 Pro（C9000）全网通手机 蔷薇粉 6G+64G'],['2369.00'],['6GB'],['4000 mAh'],['黑色'],['1600万像素'],['1600万像素']
['SAMSUNG 三星 Galaxy C9 Pro（C9000）全网通手机 蔷薇粉 6G+64G'],['2369.00'],['6GB'],['4000 mAh'],['黑色'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C9 Pro(C9000) 移动联通电信4G双卡手机 墨玉黑 全网通(6G+64G)'],['2799.00'],['6GB'],['4000 以官网信息为准'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C9 Pro(C9000) 移动联通电信4G双卡手机 墨玉黑 全网通(6G+64G)'],['2799.00'],['6GB'],['4000 以官网信息为准'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C9 Pro(C9000) 移动联通电信4G双卡手机 墨玉黑 全网通(6G+64G)'],['2799.00'],['6GB'],['4000 以官网信息为准'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C9 Pro(C9000) 移动联通电信4G双卡手机 墨玉黑 全网通(6G+64G)'],['2799.00'],['6GB'],['4000 以官网信息为准'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C5 Pro（C5010） 碧湖蓝 全网通 4G+64G'],['1688.00'],['4GB'],['2600'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） 三星GalaxyC9 Pro SM-C9000智能全网通手机正品 墨玉黑 官方标配'],['2599.00'],['6GB'],['4000'],['黑色'],['1600万像素'],['1600万像素']
['三星（SAMSUNG）GalaxyFolder2'],['1799.00'],['2GB'],['1950'],['金色'],['500万像素'],['800万像素']
['三星（SAMSUNG）Galaxy C5（C5000）移动联通电信 全网通 枫叶金'],['1145.00'],['4GB'],['2600'],['其他'],['800万像素'],['1600万像素']
['三星（SAMSUNG） galaxy s7 edge (G9350) 智能手机 雪晶白 全网通(4+32G)'],['2999.00'],['4GB'],['0'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy C7（SM-C7000）'],['1538.00'],['4GB'],['3300mAh'],['金色'],['800万像素'],['1600万像素']
['三星（SAMSUNG） 三星 Galaxy C8（SM-C7100） 墨玉黑 C8 64公开版（4GB+64GB）'],['1688.00'],['4GB'],['3000mAh'],['其他'],['1600万像素'],['500万像素；1300万像素']
['三星（SAMSUNG）W2018'],['17888.00'],['6GB'],['2300'],['金色'],['500万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy C7'],['1528.00'],['4GB'],['3300'],['其他'],['1600万像素'],['1600万像素']
['三星Galaxy C5 Pro'],['1599.00'],['4GB'],['2600 mAh'],['碧湖蓝'],['1600万像素'],['1600万像素']
['三星（SAMSUNG）Galaxy C9 Pro'],['2369.00'],['6GB'],['以官网信息为准'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） On5（G5500）全网通4G 移动联通电信版 老人机手机 双卡双待 流沙金'],['719.00'],['其他'],['2600'],['白色'],['500万像素'],['800万像素']
['三星（SAMSUNG） Galaxy C9 Pro （C9000） 蔷薇粉 64G'],['2499.00'],['6GB'],['4000mAh'],['金色'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C8（C7100）移动联通电信4G手机 双卡双待 墨玉黑 全网通（4GB 64GB）'],['1625.00'],['3GB'],['3000'],['其他'],['1600万像素'],['500万像素；1600万像素']
['三星（SAMSUNG） W2016 翻盖智能商务手机 双卡双待 电信4G 尊贵金 (3GRAM+64GROM)'],['5730.00'],['3GB'],['其它'],['其他'],['500万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C8（C7100）全网通4G智能手机 双卡双待 墨玉黑（3G+32G）'],['1559.00'],['4GB'],['3000'],['其他'],['1600万像素'],['500万像素；1300万像素']
['三星（SAMSUNG） Galaxy C7（SM-C7000）手机 枫叶金 全网通(4GB+32GB)'],['1509.00'],['4GB'],['3300 mAh'],['其他'],['800万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C7（SM-C7000）移动联通电信4G手机 枫叶金 全网通(4G+32G)'],['1518.00'],['其他'],['3300'],['其他'],['800万像素'],['1600万像素']
['三星（SAMSUNG） 专用补差价链接   请勿单拍'],['3940.00'],['其他'],['。'],['其他'],['无'],['其他']
['三星（SAMSUNG）Galaxy C5 Pro（C5010）'],['1789.00'],['4GB'],['2600 mAh'],['粉色'],['1600万像素'],['1600万像素']
['三星  Galaxy Folder2 （G1650）移动联通4G手机 16G 碧玺红'],['1799.00'],['2GB'],['1950'],['其他'],['500万像素'],['500万像素；800万像素']
['三星（SAMSUNG）Galaxy C5 Pro'],['1766.00'],['4GB'],['2600 以官网信息为准'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） 三星 Galaxy J3（J3308） 移动4G手机 双卡双待 指纹识别 凝霜蓝（3+32G）'],['1299.00'],['3GB'],['2600'],['金色'],['500万像素'],['1300万像素']
['三星（SAMSUNG） 大器3 （SM-G9092） 联通3G手机 双卡双待 名仕蓝 32G 官方标配'],['2888.00'],['2GB'],['1900'],['蓝色'],['200万像素'],['1300万像素']
['三星（SAMSUNG） Galaxy S8+（G9550）移动联通电信4G双卡手机 谜夜黑 全网通(6G+128G)'],['6299.00'],['其他'],['3500 已官网信息为准'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy C9 Pro（C9000）全网通手机 蔷薇粉'],['2288.00'],['6GB'],['4000'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG）GalaxyFolder2'],['1648.00'],['2GB'],['1950'],['其他'],['500万像素'],['800万像素']
['三星Galaxy S9'],['5799.00'],['4GB'],['3000'],['谜夜黑'],['800万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy C7 Pro(C7010) 移动联通电信4G双卡手机 枫叶金 全网通(4G+64G)'],['1955.00'],['4GB'],['3300 以官网信息为准'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C7 Pro（C7010）手机 蔷薇粉 全网通 4GB+64GB'],['1928.00'],['4GB'],['3300 mAh'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy S7 edge（G9350）手机 曜岩黑 全网通 4GB+64GB'],['3699.00'],['4GB'],['0'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy S7 edge（G9350）手机 珀光金 全网通(4GB+32GB)'],['3099.00'],['4GB'],['3600'],['其他'],['500万像素'],['1200万像素']
['SAMSUNG 三星S8+ G9550  全视曲面屏 移动电信联通 双卡双待4G手机 谜夜黑 全网通(6G+128G)'],['6299.00'],['其他'],['3500'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG）W2017'],['8999.00'],['4GB'],['2300'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy S8（G9500）手机 谜夜黑 全网通(4G+64G) 版'],['4999.00'],['其他'],['3000'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG）W2017'],['10200.00'],['4GB'],['2300mAh'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy S7 edge'],['3699.00'],['4GB'],['3600'],['金色'],['500万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy C5 Pro（C5010）手机 枫叶金 全网通 4GB+64GB'],['1766.00'],['4GB'],['2600mAh'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG）Galaxy S7 edge'],['2999.00'],['4GB'],['3600'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy A9（SM-A9100）移动联通电信4G双卡手机 雪域白 全网通(4G+32G)'],['2399.00'],['4GB'],['以官网信息为准'],['其他'],['800万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C8（SM-C7100）手机 墨玉黑 全网通 4GB+64GB'],['1688.00'],['3GB'],['3000mAh'],['其他'],['1600万像素'],['500万像素；1300万像素']
['三星（SAMSUNG） 三星 Galaxy C8 手机 墨玉黑 全网通(4GRAM+64GROM)标配'],['1708.00'],['4GB'],['3000'],['其他'],['1600万像素'],['其他']
['三星（SAMSUNG） C7 (SM-C7000) 全网通4G 智能手机 皎洁银 (4G RAM+32G ROM）'],['1496.00'],['4GB'],['约3300'],['金色'],['1600万像素'],['1600万像素']
['三星（SAMSUNG）Galaxy S8+（G9550）'],['5499.00'],['4GB'],['0'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG）Galaxy S7 edge'],['2999.00'],['其他'],['以官网信息为准'],['其他'],['500万像素'],['1200万像素']
['SAMSUNG 三星Galaxy J3（2017版J3）智能手机 凝霜蓝 全网通J3300(3G+32G)'],['968.00'],['3GB'],['2600'],['其他'],['500万像素'],['1300万像素']
['三星（SAMSUNG） Galaxy C5 Pro（C5010）全网通4G智能手机 金色（4G+64G）'],['1799.00'],['4GB'],['2600'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C7 Pro（C7010）手机 沧海蓝 全网通4G (4+64G)'],['1989.00'],['4GB'],['3300'],['其他'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） 三星 Galaxy J3 PRO 4G双卡双待智能手机 2+16G 金色 J3119S(电信版全网通版)'],['888.00'],['2GB'],['2600 已官网信息为准'],['其他'],['500万像素'],['800万像素']
['三星（SAMSUNG）Galaxy C7 Pro（C7010）'],['1998.00'],['4GB'],['3300mAh'],['蓝色'],['1600万像素'],['1600万像素']
['三星（SAMSUNG） Galaxy C5（SM-C5000）移动联通电信4G手机 枫叶金 32G'],['1268.00'],['4GB'],['2600'],['金色'],['800万像素'],['1600万像素']
['三星（SAMSUNG） 三星 Galaxy 领世旗舰8（G9298）移动联通双4G 黑色 4G+64G'],['13999.00'],['4GB'],['2300mAh'],['黑色'],['500万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy S9（SM-G9600/DS） 移动联通电信4G 双卡双待手机 夕雾紫 全网通(4G+64G)'],['5799.00'],['4GB'],['3000以官网信息为准'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG）S8+'],['5499.00'],['4GB'],['3500'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG）S9'],['9999.00'],['4GB'],['3000'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG）S9+'],['7299.00'],['6GB'],['3500'],['其他'],['800万像素'],['双1200万像素']
['三星（SAMSUNG） Galaxy Note8（SM-N9500）全网通4G手机 谜夜黑 6GB+64GB'],['6988.00'],['6GB'],['3300'],['黑色'],['800万像素'],['双1200万像素']
['三星（SAMSUNG） W2018 翻盖智能商务手机 至尊雅金 全网通(6G+64G)'],['13058.00'],['6GB'],['2300'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG） （SAMSUNG）Galaxy C8（C7100）全网通4G手机 枫叶金 3G+32G'],['1499.00'],['4GB'],['3000'],['其他'],['1600万像素'],['500万像素；1300万像素']
['三星（SAMSUNG） W2016双卡双待 翻盖智能4G手机 尊贵金 电信4G标配版'],['4858.00'],['3GB'],['2000'],['其他'],['500万像素'],['1600万像素']
['三星（SAMSUNG）Galaxy J3'],['901.00'],['3GB'],['2600'],['其他'],['500万像素'],['1300万像素']
['三星（SAMSUNG） W2017 金色 电信4G版(4G+64G)标配'],['9888.00'],['4GB'],['='],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG） Galaxy Folder2（G1650）翻盖手机 琉璃黑 全网通(2GRAM+16G ROM)'],['1799.00'],['2GB'],['1950'],['其他'],['500万像素'],['800万像素']
['SAMSUNG 三星 Galaxy C7 Pro（C7010）全网通手机 枫叶金色 4G+64G'],['1958.00'],['4GB'],['3300 mAh'],['蓝色'],['1600万像素'],['1600万像素']
['SAMSUNGS8+（SM-G9550）'],['6299.00'],['其他'],['3500mAh'],['其他'],['800万像素'],['1200万像素']
['三星（SAMSUNG） 三星 Galaxy S9+（SM-G9650/DS）移动联通电信4G手机 莱茵蓝 6GB +128GB'],['6999.00'],['4GB'],['3500'],['黑色'],['800万像素'],['双1200万像素']
['三星（SAMSUNG） 三星G9298 三星领世旗舰8 大器5 双屏翻盖智能手机 黑色 移动联通双4G(4G+64G)'],['9788.00'],['4GB'],['2300mAh'],['其他'],['500万像素'],['1200万像素']
['三星（SAMSUNG）S7'],['2458.00'],['4GB'],['3000mAh'],['金色'],['500万像素'],['1200万像素']
['三星（SAMSUNG）C7100'],['1999.00'],['4GB'],['3000mAh'],['其他'],['1600万像素'],['500万像素；1300万像素']
